,Номер,Наименование водного объекта,Азот нитритный,Азот аммонийный,Азот нитратный,Фенол,Нефтепродукты,Органические вещества (по ХПК),Железо,Медь,Цинк,Марганец,БПК5,Период наблюдений,Дата модификации
388,389,"р. Ишим, в створе с. Ильинское",0,0,0,1,1,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:15:34
389,390,"р. Ишим, выше г. Ишима",0,0,0,1,1,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:16:25
390,391,"р. Ишим, ниже г. Ишима",0,0,0,1,0,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:16:59
391,392,"р. Ишим, в створе с. Абатское",0,0,0,0,1,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:17:35
392,393,"р. Тобол, в створе с. Коркино",0,1,0,0,1,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:18:13
393,394,"р. Тобол, выше г. Ялуторовска",1,1,0,0,0,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:18:58
394,395,"р. Тобол, ниже г. Ялуторовска",1,1,0,0,0,0,0,0,0,0,0,2018-02-20 00:00:00,2018-03-29 11:20:16
395,396,"р. Тура, в створе с. Салаирка",1,1,0,0,1,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:15:08
396,397,"р. Тура, выше г. Тюмени",1,1,0,0,1,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:15:55
397,398,"р. Тура, ниже г. Тюмени",1,1,0,0,1,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:16:26
398,399,"р. Ишим, в створе с. Ильинское",0,0,0,1,1,1,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:17:22
399,400,"р. Ишим, выше г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:18:18
400,401,"р. Ишим, ниже г. Ишима",0,1,0,1,0,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:19:53
401,402,"р. Тобол, в створе с. Коркино",1,1,0,0,1,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:20:37
402,403,"р. Тобол, выше г. Ялуторовска",1,1,0,1,1,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:21:30
403,404,"р. Тобол, ниже г. Ялуторовска",1,1,0,1,1,0,0,0,0,0,0,2018-03-20 00:00:00,2018-04-25 10:22:13
404,405,"р. Тура, в створе с. Салаирка",1,1,0,0,1,0,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:03:02
405,406,"р. Тура, выше г. Тюмени",1,1,0,1,0,0,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:03:45
406,407,"р. Тура, ниже г. Тюмени",1,1,0,1,0,0,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:04:27
407,408,"р. Ишим, в створе с. Ильинское",0,1,0,0,1,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:06:02
408,409,"р. Ишим, выше г. Ишима",0,1,0,0,1,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:06:47
409,410,"р. Ишим, ниже г. Ишима",0,1,0,0,1,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:07:22
410,411,"р. Тобол, в створе с. Коркино",0,1,0,0,0,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:08:19
411,412,"р. Тобол, выше г. Ялуторовска",1,1,0,0,1,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:09:02
412,413,"р. Тобол, ниже г. Ялуторовска",1,1,0,0,1,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:09:41
413,414,"р. Тобол, в створе с. Иевлево",1,1,0,1,1,1,0,0,0,0,0,2018-04-20 00:00:00,2018-06-25 12:11:10
414,415,"р. Тура, в створе с. Салаирка",0,1,0,0,0,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:39:52
415,416,"р. Тура, выше г. Тюмени",0,1,0,1,0,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:41:11
416,417,"р. Тура, ниже г. Тюмени",0,1,0,1,0,0,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:41:50
417,418,"р. Тура, в створе с. Покровское",0,0,0,0,0,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:42:41
418,419,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:43:18
419,420,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:44:37
420,421,"р. Тура, выше г. Тюмени",0,0,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:45:13
421,422,"р. Тура, ниже г. Тюмени",0,0,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:45:50
422,423,"р. Тура, в створе с. Покровское",0,0,0,0,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:46:34
423,424,"р. Ишим, в створе с. Ильинское",0,0,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:47:23
424,425,"р. Ишим, выше г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:48:00
425,426,"р. Ишим, выше г. Ишима",0,0,0,1,0,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:48:35
426,427,"р. Ишим, ниже г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:49:21
427,428,"р. Ишим, ниже г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:50:00
428,429,"р. Ишим, в створе с. Абатское",0,0,0,0,0,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:51:04
429,430,"р. Ишим, в створе с. Абатское",0,0,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 14:51:56
430,431,"р. Тобол, в створе с. Коркино",0,0,0,0,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:52:54
431,432,"р. Тобол, в створе с. Коркино",0,0,0,1,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-04-09 15:10:43
432,433,"р. Тобол, выше г. Ялуторовска",0,0,0,1,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:54:45
433,434,"р. Тобол, ниже г. Ялуторовска",1,0,0,1,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 14:57:30
434,435,"р. Тобол, ниже г. Ялуторовска",1,0,0,0,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-04-09 15:10:53
435,436,"р. Тобол, выше г. Ялуторовска",1,0,0,0,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 15:01:01
436,437,"р. Тобол, в створе с. Иевлево",0,0,0,0,1,1,0,0,0,0,0,2018-05-21 00:00:00,2018-07-13 15:01:45
437,438,"р. Тобол, в створе с. Иевлево",0,1,0,0,1,1,0,0,0,0,0,2018-06-20 00:00:00,2018-07-13 15:02:17
438,439,"р. Тура, в створе с. Салаирка",0,1,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:01:15
439,440,"р. Тура, выше г. Тюмени",0,1,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:01:58
440,441,"р. Тура, ниже г. Тюмени",0,1,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:02:21
441,442,"р. Тура, в створе с. Покровское",0,0,0,0,0,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:03:00
442,443,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,0,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:04:04
443,444,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:04:39
444,445,"р. Ишим, ниже г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:05:10
445,446,"р. Ишим, в створе с. Абатское",0,0,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:08:49
446,447,"р. Тобол, в створе с. Коркино",0,0,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:09:25
447,448,"р. Тобол, выше г. Ялуторовска",1,0,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:11:34
448,449,"р. Тобол, ниже г. Ялуторовска",1,0,0,0,1,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:12:18
449,450,"р. Тобол, в створе с. Иевлево",0,1,0,0,0,1,0,0,0,0,0,2018-07-20 00:00:00,2018-04-09 15:12:50
450,451,"р. Тура, в створе с. Салаирка",0,1,0,0,0,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:02:55
451,452,"р. Тура, выше г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:03:49
452,453,"р. Тура, ниже г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:06:27
453,454,"р. Тура, в створе с. Покровское",1,0,0,0,0,0,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:08:12
454,455,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,0,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:08:58
455,456,"р. Ишим, выше г. Ишима",0,1,0,0,1,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:09:43
456,457,"р. Ишим, ниже г. Ишима",0,1,0,0,1,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:10:22
457,458,"р. Ишим, в створе с. Абатское",0,0,0,0,0,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:10:54
458,459,"р. Тобол, в створе с. Коркино",0,0,0,0,0,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:11:23
459,460,"р. Тобол, выше г. Ялуторовска",1,0,0,0,1,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:12:13
460,461,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:12:48
461,462,"р. Тобол, в створе с. Иевлево",0,0,0,0,0,0,0,0,0,0,0,2018-08-20 00:00:00,2018-08-11 12:13:24
462,463,"р. Тура, в створе с. Салаирка",0,1,0,1,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:14:07
463,464,"р. Тура, выше г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:14:49
464,465,"р. Тура, ниже г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:15:18
465,466,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:15:56
466,467,"р. Ишим, выше г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:16:51
467,468,"р. Ишим, ниже г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:17:28
468,469,"р. Тобол, в створе с. Коркино",0,1,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:18:07
469,470,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:18:41
470,471,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2018-09-20 00:00:00,2018-08-11 12:19:21
471,472,"р. Тура, в створе с. Салаирка",0,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:06:24
472,473,"р. Тура, выше г. Тюмени",0,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:07:08
473,474,"р. Тура, ниже г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:07:42
474,475,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:08:38
475,476,"р. Ишим, выше г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:09:13
476,477,"р. Ишим, ниже г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:09:41
477,478,"р. Тобол, в створе с. Коркино",1,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:10:34
478,479,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:11:21
479,480,"р. Тобол, ниже г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2018-10-19 00:00:00,2019-01-23 15:11:55
480,481,"р. Тура, в створе с. Салаирка",0,1,0,0,0,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:15:15
481,482,"р. Тура, выше г. Тюмени",0,1,0,0,0,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:15:52
482,483,"р. Тура, ниже г. Тюмени",1,1,0,0,0,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:16:29
483,484,"р. Ишим, в створе с. Ильинское",0,0,0,1,1,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:21:40
484,485,"р. Ишим, выше г. Ишима",0,0,0,1,1,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:23:55
485,486,"р. Ишим, ниже г. Ишима",0,0,0,0,1,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:24:28
486,487,"р. Тобол, в створе с. Коркино",0,0,0,0,1,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:26:01
487,488,"р. Тобол, выше г. Ялуторовска",1,0,0,0,1,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:26:38
488,489,"р. Тобол, ниже г. Ялуторовска",1,0,0,0,1,0,0,0,0,0,0,2018-11-19 00:00:00,2019-01-23 15:27:14
489,490,"р. Тура, в створе с. Салаирка",0,1,0,0,1,0,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 10:24:31
490,491,"р. Тура, в створе с. Салаирка",1,1,0,1,0,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 10:25:22
491,492,"р. Тура, в створе с. Салаирка",1,1,0,1,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 10:26:09
492,493,"р. Тура, выше г. Тюмени",0,1,0,0,0,0,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 10:27:03
493,494,"р. Тура, выше г. Тюмени",1,1,0,0,1,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 10:27:47
494,495,"р. Тура, выше г. Тюмени",1,1,0,1,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 10:28:27
495,496,"р. Тура, ниже г. Тюмени",0,1,0,0,0,0,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 10:29:08
496,497,"р. Тура, ниже г. Тюмени",1,1,0,0,1,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 10:31:26
497,498,"р. Тура, ниже г. Тюмени",1,1,0,0,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 10:54:31
498,499,"р. Тура, в створе с. Покровское",1,1,0,1,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:08:39
499,500,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 11:09:36
500,501,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 11:10:09
501,502,"р. Ишим, в створе с. Ильинское",0,0,0,1,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:10:38
502,503,"р. Ишим, выше г. Ишима",0,1,0,0,0,1,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 11:11:18
503,504,"р. Ишим, выше г. Ишима",0,1,0,0,0,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 11:11:46
504,505,"р. Ишим, выше г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:12:16
505,506,"р. Ишим, ниже г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 11:12:57
506,507,"р. Ишим, ниже г. Ишима",0,1,0,0,0,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 11:13:25
507,508,"р. Ишим, ниже г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:14:02
508,509,"р. Ишим, в створе с. Абатское",0,1,0,0,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:19:23
509,510,"р. Тобол, в створе с. Коркино",0,1,0,0,0,1,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 11:20:06
510,511,"р. Тобол, в створе с. Коркино",1,1,0,0,0,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 11:20:46
511,512,"р. Тобол, в створе с. Коркино",1,1,0,0,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:21:21
512,513,"р. Тобол, выше г. Ялуторовска",0,1,0,0,0,1,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 11:21:57
513,514,"р. Тобол, выше г. Ялуторовска",1,1,0,0,0,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 11:22:29
514,515,"р. Тобол, выше г. Ялуторовска",1,0,0,1,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:23:02
515,516,"р. Тобол, ниже г. Ялуторовска",1,1,0,0,0,1,0,0,0,0,0,2018-12-20 00:00:00,2019-03-18 11:23:39
516,517,"р. Тобол, ниже г. Ялуторовска",1,1,0,0,0,1,0,0,0,0,0,2019-01-21 00:00:00,2019-03-18 11:24:19
517,518,"р. Тобол, ниже г. Ялуторовска",1,0,0,1,1,1,0,0,0,0,0,2019-02-20 00:00:00,2019-03-18 11:24:47
518,519,"р. Тура, в створе с. Салаирка",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:07:21
519,520,"р. Тура, выше г. Тюмени",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:09:52
520,521,"р. Тура, ниже г. Тюмени",1,0,0,1,0,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:10:32
521,522,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:11:07
522,523,"р. Ишим, выше г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:11:41
523,524,"р. Ишим, ниже г. Ишима",0,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:12:26
524,525,"р. Тобол, в створе с. Коркино",1,1,0,0,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:13:30
525,526,"р. Тобол, выше г. Ялуторовска",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:15:31
526,527,"р. Тобол, ниже г. Ялуторовска",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-04-19 16:15:59
527,528,"р. Тура, в створе с. Салаирка",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:14:12
528,529,"р. Тура, в створе с. Салаирка",1,1,0,1,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:13:59
529,530,"р. Тура, выше г. Тюмени",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:14:18
530,531,"р. Тура, выше г. Тюмени",1,1,0,1,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:14:06
531,532,"р. Тура, ниже г. Тюмени",1,0,0,1,0,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:13:18
532,533,"р. Тура, ниже г. Тюмени",1,1,0,0,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:13:51
533,534,"р. Тура, в створе с. Покровское",1,1,0,0,0,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:15:17
534,535,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:15:51
535,536,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:16:19
536,537,"р. Ишим, выше г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:17:06
537,538,"р. Ишим, выше г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:17:34
538,539,"р. Ишим, ниже г. Ишима",0,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:18:21
539,540,"р. Ишим, ниже г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:18:58
540,541,"р. Ишим, в створе с. Абатское",0,0,0,0,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:19:38
541,542,"р. Тобол, в створе с. Коркино",1,1,0,0,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:20:21
542,543,"р. Тобол, в створе с. Коркино",0,0,0,0,0,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:20:55
543,544,"р. Тобол, выше г. Ялуторовска",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:21:39
544,545,"р. Тобол, выше г. Ялуторовска",1,1,0,1,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:22:23
545,546,"р. Тобол, ниже г. Ялуторовска",1,1,0,1,1,1,0,0,0,0,0,2019-03-20 00:00:00,2019-05-24 11:23:03
546,547,"р. Тобол, ниже г. Ялуторовска",1,1,0,0,1,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:23:46
547,548,"р. Тобол, в створе с. Иевлево",0,1,0,0,0,1,0,0,0,0,0,2019-04-19 00:00:00,2019-05-24 11:24:31
548,549,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 12:46:52
549,550,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 12:47:55
550,551,"р. Тура, в створе с. Салаирка",0,0,0,1,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 12:48:43
551,552,"р. Тура, в створе с. Салаирка",0,1,0,1,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 12:49:36
552,553,"р. Тура, выше г. Тюмени",0,0,0,1,1,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 12:51:11
553,554,"р. Тура, выше г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 12:52:00
554,555,"р. Тура, выше г. Тюмени",0,0,0,1,0,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 12:52:39
555,556,"р. Тура, выше г. Тюмени",0,1,0,1,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 12:53:15
556,557,"р. Тура, ниже г. Тюмени",0,0,0,1,1,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 12:54:09
557,558,"р. Тура, ниже г. Тюмени",0,1,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 12:54:41
558,559,"р. Тура, ниже г. Тюмени",0,0,0,1,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 12:55:18
559,560,"р. Тура, ниже г. Тюмени",1,1,0,1,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 12:56:02
560,561,"р. Тура, в створе с. Покровское",0,1,0,1,1,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 12:57:08
561,562,"р. Тура, в створе с. Покровское",0,1,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 12:57:49
562,563,"р. Тура, в створе с. Покровское",0,0,0,1,0,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 12:58:31
563,564,"р. Тура, в створе с. Покровское",1,1,0,0,0,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 12:59:09
564,565,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 13:10:25
565,566,"р. Ишим, в створе с. Ильинское",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 13:10:56
566,567,"р. Ишим, в створе с. Ильинское",0,0,0,1,0,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 13:11:27
567,568,"р. Ишим, в створе с. Ильинское",0,0,0,0,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 13:11:59
568,569,"р. Ишим, выше г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 13:13:04
569,570,"р. Ишим, выше г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 13:13:41
570,571,"р. Ишим, выше г. Ишима",0,0,0,1,0,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 13:14:12
571,572,"р. Ишим, выше г. Ишима",0,0,0,0,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 13:14:38
572,573,"р. Ишим, ниже г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 13:15:50
573,574,"р. Ишим, ниже г. Ишима",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 13:16:28
574,575,"р. Ишим, ниже г. Ишима",0,0,0,1,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 13:16:59
575,576,"р. Ишим, ниже г. Ишима",0,0,0,1,1,0,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 13:17:28
576,577,"р. Ишим, в створе с. Абатское",0,0,0,0,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 13:20:45
577,578,"р. Ишим, в створе с. Абатское",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 13:21:56
578,579,"р. Ишим, в створе с. Абатское",0,0,0,1,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 13:22:29
579,580,"р. Ишим, в створе с. Абатское",0,0,0,1,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 13:22:57
580,581,"р. Тобол, в створе с. Коркино",0,0,0,1,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 14:15:12
581,582,"р. Тобол, в створе с. Коркино",0,0,0,0,0,1,0,0,0,0,0,2019-06-20 00:00:00,2019-06-09 14:15:36
582,583,"р. Тобол, в створе с. Коркино",0,0,0,0,1,1,0,0,0,0,0,2019-07-19 00:00:00,2019-06-09 14:16:04
583,584,"р. Тобол, в створе с. Коркино",0,0,0,0,1,1,0,0,0,0,0,2019-08-20 00:00:00,2019-06-09 14:16:35
584,585,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,1,0,0,0,0,0,2019-05-20 00:00:00,2019-06-09 14:17:18
